id,title,time,director,year,star1,star2,star3,star4,star5,star6,tomatome_rating,audience_rating,review1,review2,review3,review4,review5
2836,The Pardon,2 hr.,Tom Anton,2012,Jaime King,Jason Lewis,John Hawkes,M.C. Gainey,TJ Thyne,Leigh Whannell,0,50,A plodding feature that makes ample use of the legal record as well as evocative Shreveport locations while leaving the well of affecting drama untapped.,Jaime King lights up the screen as an empathetic femme fatale in a compelling costume drama painstakingly-recreating events surrounding a real-life murder trial unfolding in Louisiana back in 1940.,"Part period drama, part courtroom drama and part sermon, it's a film that never gives itself much of a chance to hit its narrative stride.",,
2837,October Gale,1 hr. 31 min.,Ruba Nadda,2015,Patricia Clarkson,Scott Speedman,Tim Roth,Dani Kind,Billy MacLellan,Eric Murdoch,22,20,"A rather silly, unbelievable thriller.","Filmmaker Nadda's stock-in-trade is restraint, but October Gale builds up to nothing much.","October Gale is a quiet thriller set in the wilds of Georgian Bay. It's an uneven movie with some odd jolts in the story, but the performances -- especially from Patricia Clarkson -- are noteworthy.","Writer-director Ruba Nadda is wonderful at building up suspense for the first half of her latest film. But once she's got our attention, she has nowhere to go with it.",A film that begins as a languorous study in grieving and shifts with screeching abruptness into a crime thriller.
2838,Welcome To New York,2 hr. 5 min.,Abel Ferrara,2015,Gérard Depardieu,Jacqueline Bisset,Paul Calderon,Amy Ferguson,Paul Hipp,Ronald Guttman,74,37,"Few actors in the world are better suited to play a gluttonous pig than Gerard Depardieu, and I mean that in the best possible way one can make such an assertion.","[The] deliberate structure demonstrates Ferrara's artfulness, as does the lush imagery.","The film, a sleek and oddly moving study in the cost of debauchery, has its gleeful excesses.","This frank, unruly look at sex, privilege and power unfolds so much like real life that it proves an intriguing and strangely immersive experience.","In an Abel Ferrara movie, this sort of damaged, raging, unrepentant bull passes for an antihero."
2839,The Color Wheel,1 hr. 23 min.,Alex Ross Perry,2012,Anna Bak-Kvapil,Bob Byington,Carlen Altman,Kate Lyn Sheil,Alex Ross Perry,Ry Russo-Young,76,61,"""The Color Wheel"" partially recalls the scathing audacity of ""The Graduate"" some 45 years ago.","You might not ""like"" Perry's movie, but it's hard to deny the forensically assured sensibility at work.",Hard to swallow but impossible to ignore.,"Perry and co-writer/star Carlen Altman are Colin and J.R., the most loathsomely lovable brother-sister duo in the history of cinema.",The most entertaining unpleasant film I've seen in years.
2840,"""Two Days, One Night""",1 hr. 35 min.,Jean-Pierre Dardenne,2014,Marion Cotillard,Fabrizio Rongione,Catherine Salée,Pili Groyne,Simon Caudry,Baptiste Sornin,97,78,"Consider Marion Cotillard's Oscar-nominated performance in Two Days, One Night a tour de nuance.","As with their previous films, the brothers cast a discerning gaze on working-class lives, without preachiness or sentimentality.",[T]he Dardennes illustrate with compelling drama the struggle to stay afloat in an unrelenting capitalist system.,"It is in within these acutely observed aspects of humanity, not at its best or worst but simply as it is that Two Days, One Night achieves its greatness.","does not shy away from the harsh truths of life, ; but, at the same time, it seeks out and reveals hope and potential in every situation"
2841,Wolf at the Door,1 hr. 40 min.,Fernando Coimbra,2015,Fabiula Nascimento,Leandra Leal,Milhem Cortaz,Fabíola Nascimento,Juliano Cazarré,Paulo Tiefenthaler,82,90,"In his first film Coimbra already appears to be a master of the cinematic tightrope walk, weaving flashbacks and detective work in an energetic and pleasingly sleazy manner (this is, after all, a modern noir).","Though a strong director of actors, Coimbra is significantly less assured as a visual stylist.","As a piece of storytelling, ""A Wolf at the Door"" may be a tawdry little shocker. But on a visceral level, it is a knife to the gut.","Potent sexual attraction can be a wonderful thing, but it can also bring out the absolute worst in the people involved, as the bleak, disturbing Latin American noir ""A Wolf at the Door"" convincingly demonstrates.","Coimbra's overambitious use of a complex narrative structure can feel clunky, and worst of all, the kid at the center is practically forgotten in the assemblage of flashbacks, significantly diminishing the emotional pull."
2842,Where Hope Grows,1 hr. 35 min.,Chris Dowling,2015,Kristoffer Polaha,David DeSanctis,William Zabka,Brooke Burns,McKaley Miller,Alan Powell,46,85,Director Chris Dowling should have taken another swing at his script for the sake of clarity and dimension before cameras rolled.,"Not to be flip, but ""Where Hope Grows"" has the potential to be a decent inspirational film until God shows up.","Like most if not all faith-based entertainments, ""Where Hope Grows"" embraces the idea that God works in mysterious ways. But it also insists that God helps only those who help themselves.","""Where Hope Grows"" wears its heart on its sleeve, hawking its message of salvation through faith to anyone who's in the market for cheesy uplift and saccharine sentiment.",Writer-director Chris Dowling handles [the] worrisome premise with a more even hand than this genre's ill-advised predecessors ...
2843,Lila & Eve,1 hr. 34 min.,Charles Stone III,2015,Viola Davis,Jennifer Lopez,Aml Ameen,Andre Royo,Shea Whigham,Chris Chalk,38,44,"Davis (who was an executive producer on the film) gives a strong performance, as if she were acting in one of those many prestige projects lighting up her resume. It's a noble try, but this dreck is beyond saving.","Alas, even a promising premise and a fine actress like Davis can't save an increasingly ludicrous plot. Justice may be served, but screenwriting logic? Not so much.","""Lila and Eve"" deteriorates into a tawdry shoot-'em-up whose screenplay takes an ill-advised surreal twist that propels the movie deep into the ozone.","A mid-point twist is particularly ridiculous, and in an attempt to reconcile this turning point, the final act of the movie becomes a mess.",A standard-issue female vigilante thriller that's skillfully elevated by the performances of leads Viola Davis and Jennifer Lopez.
2844,Five Star,1 hr. 23 min.,Keith Miller,2015,"James ""Primo"" Grant",John Diaz,Jasmin Burgos,Tamara Robinson,Wanda Nobles Colon,Larry Bogad,76,59,"The writer and director, Keith Miller, establishes engaging characters but stifles their thoughts and emotions, sets up dramatic situations but avoids their practicalities and implications.",It's eye-opening to see an indie approach to this genre.,Keith Miller's Five Star makes its nonactors look like trained thesps and (in a good way) vice versa.,"Slow and steady, and with remarkable assuredness, Keith Miller's ""Five Star"" plays mean-streets drama in the lowest of keys.","There's just not enough meat on these bones, and what meat there is has been thoroughly chewed over."
2845,Animals,1 hr. 30 min.,Collin Schiffli,2015,David Dastmalchian,Kim Shaw,John Heard,John Hoogenakker,John Lister,Lawrence MacGowan,83,79,"""Animals"" is a stark, brilliant, uncompromising, beautifully acted piece of work.","The couple's doomed romance feels familiar from numerous other films about addiction, and the movie is downright bad whenever it aspires to visual poetry.","It's gritty and grim, but ""Animals"" is also a gripping portrait of young junkies in love.","The trajectory of ""Animals"" is obvious in the opening minutes of this numbing if well-acted junkie drama.","Mr. Schiffli shoots in a fluid style, tweaking colors and focus to register changes in perception and feeling."
2846,Broken Horses,1 hr. 40 min.,Vidhu Vinod Chopra,2015,Anton Yelchin,María Valverde (II),Sean Patrick Flanery,Thomas Jane,Vincent D'Onofrio,Christopher George M...,21,44,"Inside some bad movies, there's a good one, fighting to get out. Inside Broken Horses there's just another bad movie.","[A] weirdly baroque modern-day Western that, while it boasts undeniably imaginative visual and plot flourishes, is far too absurd to take seriously.","Mr. Yelchin's character looks somewhat at a loss about what goes on here, and who can blame him, especially when he visits the former music teacher who has lost his legs in a run-in with the bad guys and now lives in a house warmed by a flaming barrel.","While Chopra attempts to crack the American market with a slice of cinematic apple pie, he holds up a mirror to how Hollywood's tried-and-true narrative of vigilantism connotes who we are, at home and overseas.","There are secrets and revelations in ""Broken Horses,"" none of them revealing."
2847,The Surface,1 hr. 26 min.,Gil Cates,2015,Sean Astin,Chris Mulkey,Mimi Rogers,Jeff Gendelman,John Emmet Tracy,Robert A. Smith,0,38,This is the sort of film where you enjoy the cast even though the running time becomes a bit of a snore.,"""The Surface"" has such fine performances in it from Mulkey and Astin that you wish the filmmakers had trusted them more, letting them bring the film back to shore on their own.",The film is a true two-hander-and Astin and Mulkey are mostly up for the task-but inept storytelling sinks the picture faster than anyone can bail it out.,"Here's a four-word review of ""The Surface"": Go see ""The Surface.""",
2848,Beyond The Mask,1 hr. 43 min.,Chad Burns,2015,Adetokumboh M'Cormac...,Andrew Cheney,John Rhys-Davies,Kara Killmer,Alan Madlane,Samrat Chakrabarti,25,78,"A drama of redemption by way of an American Revolution history lesson, Chad Burns' action-adventure yarn offers little in the way of subtlety or surprise.","[A] stagy, overstuffed costume drama.",laughable would-be epic is even more ridiculous than it sounds,Full of hackneyed aphorisms and improbable history.,"It's just a good, fun movie."
